timestamps,TP9,AF7,AF8,TP10,Right AUX
1584598332.938,31.250,49.805,32.227,108.398,58.594
1584598332.942,80.566,46.387,37.109,195.801,83.984
1584598332.946,2.441,39.551,39.062,-18.555,66.406
1584598332.950,-66.895,36.133,37.109,-163.574,28.809
1584598332.954,3.418,40.527,40.039,33.691,-9.766
1584598332.958,82.520,43.945,43.945,197.266,6.836
1584598332.962,32.227,39.062,38.086,46.875,36.133
1584598332.966,-62.988,35.156,36.621,-170.898,19.531
1584598332.970,-26.367,41.992,41.016,-46.387,26.367
1584598332.974,66.895,47.363,42.480,179.688,36.133
1584598332.977,57.129,45.410,40.527,124.023,34.180
1584598332.981,-48.340,39.551,35.645,-130.371,22.949
1584598332.985,-49.805,37.598,33.203,-107.422,2.441
1584598332.989,49.316,40.527,37.598,142.090,-5.859
1584598332.993,76.660,40.039,41.504,162.109,8.789
1584598332.997,-12.207,38.574,35.645,-79.590,12.695
1584598333.001,-55.664,38.086,35.156,-146.973,30.762
1584598333.005,22.949,37.598,38.574,84.473,16.113
1584598333.009,78.613,36.621,36.133,184.570,16.113
1584598333.013,6.836,34.180,34.180,-22.461,15.137
1584598333.017,-65.918,37.109,34.668,-181.641,-28.809
1584598333.020,-7.324,42.480,35.156,13.672,29.297
1584598333.024,67.871,40.527,38.086,194.336,53.711
1584598333.028,34.180,37.109,39.062,72.754,-54.199
1584598333.032,-65.430,34.668,37.598,-154.785,-1.465
1584598333.036,-37.598,36.621,39.551,-50.781,101.562
1584598333.040,54.688,41.504,40.527,171.875,61.035
1584598333.044,52.246,37.598,40.039,122.559,-12.207
1584598333.048,-41.504,31.738,38.574,-122.070,-39.551
1584598333.052,-55.176,33.203,37.109,-114.258,34.180
1584598333.056,37.109,35.645,39.551,124.512,27.832
1584598333.060,70.312,36.621,42.480,160.645,26.367
1584598333.063,-18.066,35.156,41.016,-62.012,50.781
1584598333.067,-71.289,31.738,39.551,-150.879,29.297
1584598333.071,8.789,33.203,39.551,72.754,77.637
1584598333.075,70.801,36.621,41.504,195.312,68.848
1584598333.079,6.836,34.180,42.480,9.766,9.766
1584598333.083,-76.172,31.738,37.598,-172.363,1.465
1584598333.087,-14.648,37.109,37.109,-13.672,-0.488
1584598333.091,74.707,41.016,43.945,182.129,25.879
1584598333.095,42.969,38.086,46.387,88.379,40.527
1584598333.099,-61.523,34.668,40.527,-155.273,27.344
1584598333.102,-43.945,35.645,41.016,-87.402,9.277
1584598333.106,52.734,40.527,44.434,153.809,60.059
1584598333.110,57.617,38.574,41.504,138.184,77.148
1584598333.114,-40.527,35.645,36.621,-115.234,15.137
1584598333.118,-66.406,35.645,34.180,-144.531,23.926
1584598333.122,24.902,39.062,35.645,105.957,41.992
1584598333.126,66.406,39.062,36.133,180.664,57.129
1584598333.130,-14.160,32.715,32.227,-50.781,12.695
1584598333.134,-75.195,32.715,31.250,-175.781,-51.758
1584598333.138,0.977,40.039,33.691,41.504,49.805
1584598333.142,74.219,44.434,36.621,192.383,24.902
1584598333.145,14.648,42.480,34.180,24.902,-0.488
1584598333.149,-73.730,38.574,29.297,-179.199,48.340
1584598333.153,-26.367,41.016,35.156,-22.461,17.578
1584598333.157,62.988,44.922,39.062,184.570,18.066
1584598333.161,42.969,39.551,34.668,84.473,19.531
1584598333.165,-59.570,37.598,31.250,-164.551,7.812
1584598333.169,-45.898,42.480,31.738,-99.121,29.785
1584598333.173,54.199,44.922,34.180,151.367,18.066
1584598333.177,67.383,42.480,35.156,147.949,33.691
1584598333.181,-28.809,39.551,33.203,-97.656,46.875
1584598333.185,-64.453,38.574,30.762,-141.602,16.602
1584598333.188,24.902,41.504,31.250,98.633,23.926
1584598333.192,74.219,41.992,30.273,184.082,19.043
1584598333.196,0.000,36.621,30.762,-25.879,12.207
1584598333.200,-63.965,36.133,29.785,-166.504,26.367
1584598333.204,4.883,40.527,30.762,28.320,63.965
1584598333.208,79.590,41.992,34.180,181.641,3.418
1584598333.212,35.645,42.969,33.691,42.969,4.883
1584598333.216,-57.129,39.062,32.227,-162.109,36.621
1584598333.220,-24.414,38.574,34.668,-33.203,13.672
1584598333.224,64.941,41.016,37.598,181.641,12.207
1584598333.227,55.176,40.039,39.062,117.188,25.879
1584598333.231,-45.898,38.574,37.598,-124.512,62.988
1584598333.235,-49.805,38.086,36.621,-98.145,39.551
1584598333.239,44.434,38.574,38.574,145.508,31.738
1584598333.243,68.848,40.527,40.039,166.016,18.555
1584598333.247,-29.785,35.645,37.109,-82.031,-25.391
1584598333.251,-76.660,32.715,31.738,-156.738,9.277
1584598333.255,13.672,38.574,34.180,72.754,19.043
1584598333.259,70.801,39.551,39.551,187.988,20.996
1584598333.263,0.000,35.645,36.621,-3.418,44.922
1584598333.267,-70.801,35.645,33.691,-166.992,45.410
1584598333.270,-5.859,40.039,38.086,24.902,33.691
1584598333.274,75.195,40.039,39.551,193.848,16.113
1584598333.278,37.109,37.109,35.645,58.105,-20.508
1584598333.282,-62.012,36.133,33.691,-161.133,-13.672
1584598333.286,-32.715,35.156,36.133,-48.340,20.020
1584598333.290,58.594,37.109,36.621,172.363,17.090
1584598333.294,56.641,36.133,36.133,115.723,31.738
1584598333.298,-40.527,31.738,32.227,-136.719,20.996
1584598333.302,-46.875,37.598,31.250,-116.699,31.250
1584598333.306,50.781,41.504,36.133,137.207,-11.719
1584598333.310,81.055,41.016,36.133,172.852,-44.434
1584598333.313,-7.812,41.504,32.227,-73.730,-1.953
1584598333.317,-59.082,42.480,30.273,-155.273,50.293
1584598333.321,15.137,44.434,32.227,82.031,57.617
1584598333.325,72.754,42.480,34.180,184.570,30.762
1584598333.329,10.742,37.109,33.203,-3.418,30.762
1584598333.333,-63.477,35.645,30.762,-170.410,70.312
1584598333.337,-3.418,41.016,32.227,9.766,68.848
1584598333.341,77.148,42.969,35.645,187.012,20.508
1584598333.345,45.410,41.504,33.203,61.523,54.688
1584598333.349,-56.152,40.039,29.297,-152.344,78.125
1584598333.352,-38.086,43.945,31.250,-52.734,54.688
1584598333.356,53.223,45.898,33.203,167.969,76.660
1584598333.360,55.176,40.527,33.203,133.789,61.523
1584598333.364,-39.551,36.133,30.762,-110.352,39.062
1584598333.368,-59.570,35.645,29.297,-118.652,31.250
1584598333.372,29.785,39.062,33.203,119.629,40.039
1584598333.376,73.242,38.086,35.645,172.852,73.730
1584598333.380,-4.883,31.738,34.668,-47.852,24.414
1584598333.384,-66.895,27.344,31.738,-158.691,20.508
1584598333.388,9.277,32.227,33.203,50.293,78.125
1584598333.392,79.590,39.551,37.598,187.500,75.684
1584598333.395,25.879,35.645,35.156,20.996,44.434
1584598333.399,-55.664,33.691,31.738,-169.434,43.457
1584598333.403,-6.836,41.504,33.691,-6.348,73.730
1584598333.407,74.707,43.457,38.574,198.242,38.574
1584598333.411,51.758,37.109,39.062,100.586,-2.441
1584598333.415,-43.457,34.180,32.227,-146.484,45.410
1584598333.419,-33.691,37.109,30.762,-84.961,16.602
1584598333.423,61.035,39.551,35.645,152.832,-30.762
1584598333.427,73.730,38.574,35.645,150.391,38.574
1584598333.431,-25.391,31.738,32.227,-106.445,49.805
1584598333.435,-58.105,35.156,31.250,-152.344,29.297
1584598333.438,31.250,43.945,35.645,104.492,31.250
1584598333.442,79.102,40.039,39.062,188.965,22.461
1584598333.446,4.395,35.645,36.621,-28.809,29.297
1584598333.450,-58.105,36.621,33.691,-166.504,33.691
1584598333.454,11.230,38.574,35.156,48.340,27.344
1584598333.458,76.660,39.062,38.086,200.195,-2.930
1584598333.462,26.855,39.551,36.621,32.227,-13.184
1584598333.466,-60.059,37.598,30.273,-173.340,-10.254
1584598333.470,-22.949,40.527,28.809,-33.691,4.883
1584598333.474,61.523,42.969,28.809,176.270,29.785
1584598333.477,50.293,37.109,29.785,98.145,46.387
1584598333.481,-41.992,36.133,29.297,-139.160,83.984
1584598333.485,-41.504,37.598,29.297,-90.820,65.430
1584598333.489,47.852,39.062,35.156,151.367,52.246
1584598333.493,68.359,39.062,35.645,159.180,38.086
1584598333.497,-16.113,30.762,34.668,-71.289,36.133
1584598333.501,-42.480,29.785,36.621,-118.652,54.199
1584598333.505,30.762,39.551,34.180,102.539,14.160
1584598333.509,60.059,42.969,28.809,171.875,26.367
1584598333.513,-8.789,34.668,27.344,-33.203,71.289
1584598333.517,-86.914,29.785,25.879,-185.059,89.844
1584598333.520,-29.297,33.691,23.926,-3.418,59.082
1584598333.524,54.199,36.133,25.879,161.133,16.602
1584598333.528,18.066,35.645,27.832,27.832,-23.438
1584598333.532,-76.172,30.762,24.414,-191.406,-44.922
1584598333.536,-49.316,30.273,21.484,-83.984,-13.184
1584598333.540,42.480,36.133,28.320,145.020,2.930
1584598333.544,41.504,37.109,33.203,112.793,27.832
1584598333.548,-57.129,29.785,32.227,-127.930,37.598
1584598333.552,-64.941,28.320,32.715,-118.652,21.484
1584598333.556,30.762,34.180,35.156,133.789,-1.953
1584598333.560,59.570,35.645,36.133,171.387,32.715
1584598333.563,-29.297,30.762,32.227,-72.266,6.348
1584598333.567,-74.707,31.738,28.320,-158.691,-20.508
1584598333.571,9.766,40.527,33.691,72.754,50.781
1584598333.575,72.754,43.457,36.621,192.383,61.523
1584598333.579,3.906,36.621,31.250,-2.441,6.348
1584598333.583,-72.266,34.180,27.832,-184.082,-43.945
1584598333.587,-1.465,41.016,33.203,6.348,28.809
1584598333.591,80.078,41.016,37.109,199.707,80.566
1584598333.595,43.945,39.551,36.621,92.285,32.227
1584598333.599,-52.246,37.109,33.203,-142.090,6.348
1584598333.602,-31.738,37.598,32.715,-65.430,-31.250
