timestamps,TP9,AF7,AF8,TP10,Right AUX
1584600542.157,34.180,25.391,30.273,68.359,72.266
1584600542.161,3.906,14.648,26.367,-121.094,47.363
1584600542.165,13.184,23.438,23.926,-45.410,37.598
1584600542.169,41.016,32.227,23.926,151.855,48.828
1584600542.173,27.832,25.879,26.367,108.398,66.406
1584600542.177,-14.648,17.578,24.902,-101.074,62.988
1584600542.181,-9.277,21.973,28.320,-95.215,5.859
1584600542.185,46.387,37.109,35.645,130.859,45.410
1584600542.188,51.758,33.691,37.109,166.504,18.066
1584600542.192,5.371,16.113,25.391,-45.410,9.277
1584600542.196,-9.277,17.578,17.578,-125.000,47.852
1584600542.200,32.715,28.320,24.902,69.824,1.465
1584600542.204,49.316,30.273,28.809,191.895,14.648
1584600542.208,13.672,21.973,22.461,19.531,-6.836
1584600542.212,-12.695,18.555,20.996,-148.926,-49.805
1584600542.216,22.461,31.250,27.344,-0.488,-15.137
1584600542.220,53.223,34.180,29.297,178.711,6.836
1584600542.224,25.391,25.391,24.902,76.172,41.016
1584600542.227,-9.277,22.461,24.902,-125.977,88.867
1584600542.231,10.254,28.320,32.715,-52.734,81.055
1584600542.235,51.270,29.297,33.203,166.504,74.219
1584600542.239,42.969,26.855,29.297,137.207,67.871
1584600542.243,-1.953,23.926,23.438,-87.891,39.062
1584600542.247,-8.789,24.902,26.855,-112.305,13.672
1584600542.251,21.973,29.297,35.645,106.445,29.297
1584600542.255,30.273,26.855,34.180,157.715,35.156
1584600542.259,-3.418,20.996,29.785,-40.527,-3.418
1584600542.263,-16.113,18.555,33.203,-135.742,-17.090
1584600542.267,15.625,22.461,39.551,40.527,-2.441
1584600542.270,29.785,24.902,37.598,170.410,12.695
1584600542.274,6.348,20.508,29.297,19.043,19.043
1584600542.278,-22.461,18.066,23.926,-147.949,20.020
1584600542.282,8.301,23.438,28.320,-15.137,9.277
1584600542.286,41.504,25.391,29.297,167.480,4.395
1584600542.290,23.438,20.996,27.344,83.008,45.410
1584600542.294,-6.836,14.648,22.949,-120.605,70.801
1584600542.298,4.883,20.996,22.949,-73.242,35.645
1584600542.302,40.527,33.203,28.809,149.414,23.438
1584600542.306,36.621,28.809,25.391,144.531,-0.977
1584600542.310,-9.766,15.137,22.949,-72.266,20.996
1584600542.313,-16.113,15.137,24.902,-110.352,98.145
1584600542.317,31.738,26.855,24.902,103.516,57.617
1584600542.321,47.852,31.738,21.973,174.805,50.781
1584600542.325,16.113,25.391,20.020,-20.996,2.441
1584600542.329,-3.906,22.949,23.438,-137.207,-9.277
1584600542.333,22.461,28.809,31.250,31.250,40.039
1584600542.337,42.969,29.785,35.645,178.223,53.223
1584600542.341,20.508,18.555,34.180,51.758,38.086
1584600542.345,-1.465,17.090,34.180,-118.652,-4.395
1584600542.349,13.672,30.762,36.621,-15.625,-20.020
1584600542.352,34.180,34.668,34.668,166.992,-7.324
1584600542.356,25.391,30.273,27.832,102.051,22.461
1584600542.360,-16.113,21.484,28.809,-109.375,-12.207
1584600542.364,-15.137,19.043,41.992,-82.520,-33.691
