timestamps,TP9,AF7,AF8,TP10,Right AUX
1584599931.657,51.270,30.273,30.273,108.398,7.324
1584599931.661,35.645,27.344,29.297,62.012,39.062
1584599931.665,8.301,26.367,24.902,-28.320,36.621
1584599931.669,23.438,28.809,27.344,-5.859,-11.719
1584599931.673,53.711,33.203,30.762,92.285,-6.348
1584599931.677,41.504,29.785,28.809,92.285,-44.434
1584599931.681,5.859,27.832,21.973,-10.254,-12.207
1584599931.685,5.859,31.738,21.973,-31.738,22.949
1584599931.688,38.086,32.227,26.855,61.523,9.277
1584599931.692,39.062,33.203,27.344,93.262,-18.066
1584599931.696,9.766,32.715,24.902,12.695,4.395
1584599931.700,-3.906,30.273,20.996,-40.527,55.176
1584599931.704,22.461,30.273,23.438,33.203,66.895
1584599931.708,39.551,30.273,30.273,104.492,54.688
1584599931.712,15.137,26.367,31.250,44.922,55.176
1584599931.716,-1.465,23.438,27.832,-39.062,46.387
1584599931.720,26.367,28.320,25.879,3.418,17.578
1584599931.724,49.316,29.785,24.414,93.262,51.270
1584599931.727,31.738,26.367,22.461,65.430,51.758
1584599931.731,1.953,24.414,22.949,-27.832,41.016
1584599931.735,11.719,25.391,27.344,-25.879,37.598
1584599931.739,42.480,31.250,31.250,71.289,28.809
1584599931.743,33.203,33.691,32.227,86.914,47.363
1584599931.747,0.488,27.832,28.809,-5.859,43.945
1584599931.751,0.977,26.855,26.855,-39.062,18.555
1584599931.755,31.738,30.273,29.297,45.410,59.082
1584599931.759,40.039,31.250,28.809,96.191,59.082
1584599931.763,11.230,27.344,24.902,20.020,-16.113
1584599931.767,-3.906,24.902,23.438,-41.992,-39.551
1584599931.770,26.855,28.809,25.391,28.809,31.738
1584599931.774,43.457,28.320,26.367,103.027,73.242
1584599931.778,15.137,21.973,25.391,43.945,22.461
1584599931.782,-4.395,17.578,24.902,-41.992,-4.395
1584599931.786,14.648,21.484,27.344,-1.953,28.320
1584599931.790,41.016,26.367,28.320,91.797,33.203
1584599931.794,32.227,25.391,26.855,76.172,17.578
1584599931.798,2.930,20.020,23.438,-25.879,-35.645
1584599931.802,7.812,21.484,22.461,-34.180,-51.758
1584599931.806,39.551,27.344,25.391,69.336,43.945
1584599931.810,35.645,26.367,28.809,95.703,56.152
1584599931.813,4.883,22.461,28.320,4.883,58.105
1584599931.817,5.371,24.414,26.855,-35.156,61.523
1584599931.821,36.621,27.832,30.273,51.270,21.484
1584599931.825,42.480,24.414,30.273,99.609,40.039
1584599931.829,8.301,19.043,27.832,21.484,20.996
1584599931.833,-3.906,18.066,27.832,-38.086,19.531
1584599931.837,23.438,23.926,28.320,20.020,40.527
1584599931.841,41.992,29.297,27.832,96.680,28.320
1584599931.845,31.250,24.902,30.273,65.918,31.738
1584599931.849,10.254,20.996,33.203,-22.461,12.207
1584599931.852,17.090,26.855,31.738,-12.207,3.906
1584599931.856,44.922,32.715,29.297,82.031,-3.906
1584599931.860,29.297,28.320,26.367,76.660,30.273
1584599931.864,-8.301,20.996,23.926,-20.996,53.223
1584599931.868,6.348,21.484,25.391,-34.668,-28.809
1584599931.872,45.898,28.809,29.297,65.918,-21.973
1584599931.876,46.875,29.785,27.344,99.609,18.066
1584599931.880,13.672,21.484,26.367,12.695,-1.953
1584599931.884,4.883,19.043,28.809,-37.109,13.672
1584599931.888,33.203,24.414,28.320,40.039,20.508
1584599931.892,46.875,27.344,32.227,104.004,22.949
1584599931.895,18.066,23.438,31.250,37.598,38.574
1584599931.899,0.977,20.020,27.344,-40.527,55.176
1584599931.903,31.738,24.902,32.227,12.695,18.555
1584599931.907,52.734,25.879,34.180,98.633,15.625
1584599931.911,30.762,20.020,29.785,55.176,11.719
1584599931.915,2.930,18.066,25.879,-41.016,20.020
1584599931.919,17.578,20.996,23.438,-23.926,55.176
1584599931.923,43.945,21.973,25.879,82.031,41.504
1584599931.927,34.180,18.066,25.879,76.660,20.020
1584599931.931,7.324,18.066,21.484,-23.438,-22.949
1584599931.935,7.812,23.438,19.531,-44.434,-33.203
1584599931.938,36.621,26.855,23.438,50.781,23.926
1584599931.942,36.133,23.438,26.367,92.285,0.000
1584599931.946,0.488,18.555,25.879,0.977,-8.789
1584599931.950,-8.789,19.043,22.949,-54.199,20.508
1584599931.954,23.926,24.902,25.391,23.926,-30.762
1584599931.958,36.621,26.855,31.250,94.727,-2.930
1584599931.962,6.348,21.484,30.273,37.109,27.832
1584599931.966,-12.695,21.484,30.762,-41.504,2.930
1584599931.970,10.742,26.367,31.250,0.000,38.574
1584599931.974,35.645,30.762,34.180,88.379,32.227
1584599931.977,18.555,26.855,31.738,60.547,17.578
1584599931.981,-10.254,21.973,24.902,-32.227,59.570
1584599931.985,5.859,24.414,27.344,-25.879,32.715
1584599931.989,33.691,27.832,33.691,72.266,20.020
1584599931.993,27.344,26.367,30.762,82.520,6.348
1584599931.997,-3.418,24.414,28.809,-11.230,3.418
1584599932.001,-0.977,29.297,32.715,-39.062,27.832
1584599932.005,34.668,34.668,31.250,47.852,34.668
1584599932.009,39.062,33.203,29.297,92.773,56.152
1584599932.013,3.906,28.320,26.855,15.625,76.660
1584599932.017,-11.230,26.367,26.855,-44.922,66.406
1584599932.020,23.926,27.344,28.320,13.672,30.762
1584599932.024,45.898,28.809,26.367,88.867,-2.930
1584599932.028,16.602,26.855,25.391,41.016,34.180
